SimpleName,num,bleu score,description,MethodName,all score
canPathsBeRemoved,1,1,Returns true if the paths can be removed without breaking the continuity of the model. This is rather expensive.,;javax.swing.tree.DefaultTreeSelectionModel.canPathsBeRemoved(TreePath[]),;1
canRead,1,1,Tests whether the application can read the file denoted by this abstract pathname. On some platforms it may be possible to start the Java virtual machine with special privileges that allow it to read files that are marked as unreadable. Consequently this method may return true even though the file does not have read permissions.,;java.io.File.canRead(),;1
canReadRaster,1,1,"Returns true if this plug-in supports reading just a Raster of pixel data. If this method returns false, calls to readRaster or readTileRaster will throw an UnsupportedOperationException. The default implementation returns false.",;javax.imageio.ImageReader.canReadRaster(),;1
canRemoveImage,1,1,"Returns true if the writer supports the removal of an existing image at the given index. Existing images with indices greater than the insertion index will have their indices decreased by 1. A writer that does not support any image removal may return false without performing bounds checking on the index. The default implementation throws an IllegalStateException if the output is null, and otherwise returns false without checking the value of imageIndex.",;javax.imageio.ImageWriter.canRemoveImage(int),;1
canReplaceImageMetadata,1,1,"Returns true if it is possible to replace the image metadata associated with an existing image with index imageIndex. If this method returns false, a call to replaceImageMetadata(imageIndex) will throw an UnsupportedOperationException. A writer that does not support any image metadata replacement may return false without performing bounds checking on the index. The default implementation throws an IllegalStateException if the output is null, and otherwise returns false without checking the value of imageIndex.",;javax.imageio.ImageWriter.canReplaceImageMetadata(int),;1
canReplacePixels,1,1,"Returns true if the writer allows pixels of the given image to be replaced using the replacePixels methods. A writer that does not support any pixel replacement may return false without performing bounds checking on the index. The default implementation throws an IllegalStateException if the output is null, and otherwise returns false without checking the value of imageIndex.",;javax.imageio.ImageWriter.canReplacePixels(int),;1
canReplaceStreamMetadata,1,1,"Returns true if it is possible to replace the stream metadata already present in the output. The default implementation throws an IllegalStateException if the output is null, and otherwise returns false.",;javax.imageio.ImageWriter.canReplaceStreamMetadata(),;1
canSetSourceRenderSize,1,1,"Returns true if this reader allows the source image to be rendered at an arbitrary size as part of the decoding process, by means of the setSourceRenderSize method. If this method returns false, calls to setSourceRenderSize will throw an UnsupportedOperationException.",;javax.imageio.ImageReadParam.canSetSourceRenderSize(),;1
canUndoOrRedo,1,1,Returns true if it is possible to invoke undo or redo.,;javax.swing.undo.UndoManager.canUndoOrRedo(),;1
canWrite,1,1,Tests whether the application can modify the file denoted by this abstract pathname. On some platforms it may be possible to start the Java virtual machine with special privileges that allow it to modify files that are marked read-only. Consequently this method may return true even though the file is marked read-only.,;java.io.File.canWrite(),;1
canWriteCompressed,1,1,Returns true if this writer supports compression.,;javax.imageio.ImageWriteParam.canWriteCompressed(),;1
canWriteEmpty,1,1,"Returns true if the writer supports the writing of a complete image stream consisting of a single image with undefined pixel values and associated metadata and thumbnails to the output. The pixel values may be defined by future calls to the replacePixels methods. If the output is an ImageOutputStream, its existing contents prior to the current seek position are not affected, and need not be readable or writable. The default implementation throws an IllegalStateException if the output is null, and otherwise returns false.",;javax.imageio.ImageWriter.canWriteEmpty(),;1
canWriteProgressive,1,1,Returns true if the writer can write out images as a series of passes of progressively increasing quality.,;javax.imageio.ImageWriteParam.canWriteProgressive(),;1
canWriteRasters,1,1,"Returns true if the methods that take an IIOImage parameter are capable of dealing with a Raster (as opposed to RenderedImage) source image. If this method returns false, then those methods will throw an UnsupportedOperationException if supplied with an IIOImage containing a Raster. The default implementation returns false.",;javax.imageio.ImageWriter.canWriteRasters(),;1
canWriteSequence,1,1,"Returns true if the writer is able to append an image to an image stream that already contains header information and possibly prior images. If canWriteSequence returns false, writeToSequence and endWriteSequence will throw an UnsupportedOperationException. The default implementation returns false.",;javax.imageio.ImageWriter.canWriteSequence(),;1
canWriteTiles,1,1,"Returns true if the writer can perform tiling while writing. If this method returns false, then setTiling will throw an UnsupportedOperationException.",;javax.imageio.ImageWriteParam.canWriteTiles(),;1
cardinality,1,1,Returns the number of bits set to true in this BitSet.,;java.util.BitSet.cardinality(),;1
caretPositionChanged,1,1,Handles the caretPositionChanged event by invoking the caretPositionChanged methods on listener-a and listener-b.,;java.awt.AWTEventMulticaster.caretPositionChanged(InputMethodEvent),;1
cast,1,1,Casts an object to the class or interface represented by this Class object.,;java.lang.Class.cast(Object),;1
catchException,1,1,"Makes a method handle which adapts a target method handle, by running it inside an exception handler. If the target returns normally, the adapter returns that value. If an exception matching the specified type is thrown, the fallback handle is called instead on the exception, plus the original arguments. The target and handler must have the same corresponding argument and return types, except that handler may omit trailing arguments (similarly to the predicate in guardWithTest). Also, the handler must have an extra leading parameter of exType or a supertype. Here is pseudocode for the resulting adapter: T target(A..., B...); T handler(ExType, A...); T adapter(A... a, B... b) { try { return target(a..., b...); } catch (ExType ex) { return handler(ex, a...); } } Note that the saved arguments (a... in the pseudocode) cannot be modified by execution of the target, and so are passed unchanged from the caller to the handler, if the handler is invoked. The target and handler must return the same type, even if the handler always throws. (This might happen, for instance, because the handler is simulating a finally clause). To create such a throwing handler, compose the handler creation logic with throwException, in order to create a method handle of the correct return type.",";java.lang.invoke.MethodHandles.catchException(MethodHandle,Class&lt;?,MethodHandle)",;1
certificates,1,1,Deprecated.,;java.security.Identity.certificates(),;1
changeHighlight,1,1,Changes a highlight.,";javax.swing.text.DefaultHighlighter.changeHighlight(Object,int,int)",;1
changeParameterType,1,1,Finds or creates a method type with a single different parameter type. Convenience method for methodType.,";java.lang.invoke.MethodType.changeParameterType(int,Class&lt;?&gt;)",;1
changeReturnType,1,1,Finds or creates a method type with a different return type. Convenience method for methodType.,;java.lang.invoke.MethodType.changeReturnType(Class&lt;?&gt;),;1
changeShape,1,1,Change the size requests for this shape. An invalidate() is propagated upward as a result so that layout will eventually happen with using the new sizes.,";javax.swing.Box.Filler.changeShape(Dimension,Dimension,Dimension)",;1
changeToParentDirectory,1,1,Changes the directory to be set to the parent of the current directory.,;javax.swing.JFileChooser.changeToParentDirectory(),;1
charCount,1,1,"Determines the number of char values needed to represent the specified character (Unicode code point). If the specified character is equal to or greater than 0x10000, then the method returns 2. Otherwise, the method returns 1. This method doesn't validate the specified character to be a valid Unicode code point. The caller must validate the character value using isValidCodePoint if necessary.",;java.lang.Character.charCount(int),;1
chars,1,1,Description copied from interface:CharSequence,;java.nio.CharBuffer.chars(),;1
charsetForName,1,1,Retrieves a charset for the given charset name.,;java.nio.charset.spi.CharsetProvider.charsetForName(String),;1
charsets,1,1,Creates an iterator that iterates over the charsets supported by this provider. This method is used in the implementation of the Charset.availableCharsets method.,;java.nio.charset.spi.CharsetProvider.charsets(),;1
charsWidth,1,1,Returns the total advance width for showing the specified array of characters in this Font. The advance is the distance from the leftmost point to the rightmost point on the string's baseline. The advance of a String is not necessarily the sum of the advances of its characters. This is equivalent to measuring a String of the characters in the specified range.,";java.awt.FontMetrics.charsWidth(char[],int,int)",;1
charValue,1,1,Returns the value of this Character object.,;java.lang.Character.charValue(),;1
checkAccept,1,1,"Throws a SecurityException if the calling thread is not permitted to accept a socket connection from the specified host and port number. This method is invoked for the current security manager by the accept method of class ServerSocket. This method calls checkPermission with the SocketPermission(host+"":""+port,""accept"") permission. If you override this method, then you should make a call to super.checkAccept at the point the overridden method would normally throw an exception.",";java.lang.SecurityManager.checkAccept(String,int)",;1
checkAwtEventQueueAccess,1,1,Deprecated.The dependency on AWTPermission creates an impediment to future modularization of the Java platform. Users of this method should instead invoke checkPermission(java.security.Permission) directly. This method will be changed in a future release to check the permission java.security.AllPermission.,;java.lang.SecurityManager.checkAwtEventQueueAccess(),;1
checkClosed,1,1,Throws an IOException if the stream has been closed. Subclasses may call this method from any of their methods that require the stream not to be closed.,;javax.imageio.stream.ImageInputStreamImpl.checkClosed(),;1
checkCreateClassLoader,1,1,"Throws a SecurityException if the calling thread is not allowed to create a new class loader. This method calls checkPermission with the RuntimePermission(""createClassLoader"") permission. If you override this method, then you should make a call to super.checkCreateClassLoader at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkCreateClassLoader(),;1
checkDelete,1,1,"Throws a SecurityException if the calling thread is not allowed to delete the specified file. This method is invoked for the current security manager by the delete method of class File. This method calls checkPermission with the FilePermission(file,""delete"") permission. If you override this method, then you should make a call to super.checkDelete at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkDelete(String),;1
checkedCollection,1,1,"Returns a dynamically typesafe view of the specified collection. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a collection contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the collection takes place through the view, it is guaranteed that the collection cannot contain an incorrectly typed element. The generics mechanism in the language provides compile-time (static) type checking, but it is possible to defeat this mechanism with unchecked casts. Usually this is not a problem, as the compiler issues warnings on all such unchecked operations. There are, however, times when static type checking alone is not sufficient. For example, suppose a collection is passed to a third-party library and it is imperative that the library code not corrupt the collection by inserting an element of the wrong type. Another use of dynamically typesafe views is debugging. Suppose a program fails with a ClassCastException, indicating that an incorrectly typed element was put into a parameterized collection. Unfortunately, the exception can occur at any time after the erroneous element is inserted, so it typically provides little or no information as to the real source of the problem. If the problem is reproducible, one can quickly determine its source by temporarily modifying the program to wrap the collection with a dynamically typesafe view. For example, this declaration: Collection&lt;String&gt; c = new HashSet&lt;&gt;(); may be replaced temporarily by this one: Collection&lt;String&gt; c = Collections.checkedCollection( new HashSet&lt;&gt;(), String.class); Running the program again will cause it to fail at the point where an incorrectly typed element is inserted into the collection, clearly identifying the source of the problem. Once the problem is fixed, the modified declaration may be reverted back to the original. The returned collection does not pass the hashCode and equals operations through to the backing collection, but relies on Object's equals and hashCode methods. This is necessary to preserve the contracts of these operations in the case that the backing collection is a set or a list. The returned collection will be serializable if the specified collection is serializable. Since null is considered to be a value of any reference type, the returned collection permits insertion of null elements whenever the backing collection does.",";java.util.Collections.checkedCollection(Collection&lt;E&gt;,Class&lt;E&gt;)",;1
checkedList,1,1,"Returns a dynamically typesafe view of the specified list. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a list contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the list takes place through the view, it is guaranteed that the list cannot contain an incorrectly typed element. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned list will be serializable if the specified list is serializable. Since null is considered to be a value of any reference type, the returned list permits insertion of null elements whenever the backing list does.",";java.util.Collections.checkedList(List&lt;E&gt;,Class&lt;E&gt;)",;1
checkedMap,1,1,"Returns a dynamically typesafe view of the specified map. Any attempt to insert a mapping whose key or value have the wrong type will result in an immediate ClassCastException. Similarly, any attempt to modify the value currently associated with a key will result in an immediate ClassCastException, whether the modification is attempted directly through the map itself, or through a Map.Entry instance obtained from the map's entry set view. Assuming a map contains no incorrectly typed keys or values prior to the time a dynamically typesafe view is generated, and that all subsequent access to the map takes place through the view (or one of its collection views), it is guaranteed that the map cannot contain an incorrectly typed key or value. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned map will be serializable if the specified map is serializable. Since null is considered to be a value of any reference type, the returned map permits insertion of null keys or values whenever the backing map does.",";java.util.Collections.checkedMap(Map&lt;K,V&gt;,Class&lt;K&gt;,Class&lt;V&gt;)",;1
checkedNavigableMap,1,1,"Returns a dynamically typesafe view of the specified navigable map. Any attempt to insert a mapping whose key or value have the wrong type will result in an immediate ClassCastException. Similarly, any attempt to modify the value currently associated with a key will result in an immediate ClassCastException, whether the modification is attempted directly through the map itself, or through a Map.Entry instance obtained from the map's entry set view. Assuming a map contains no incorrectly typed keys or values prior to the time a dynamically typesafe view is generated, and that all subsequent access to the map takes place through the view (or one of its collection views), it is guaranteed that the map cannot contain an incorrectly typed key or value. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned map will be serializable if the specified map is serializable. Since null is considered to be a value of any reference type, the returned map permits insertion of null keys or values whenever the backing map does.",";java.util.Collections.checkedNavigableMap(NavigableMap&lt;K,V&gt;,Class&lt;K&gt;,Class&lt;V&gt;)",;1
checkedNavigableSet,1,1,"Returns a dynamically typesafe view of the specified navigable set. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a navigable set contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the navigable set takes place through the view, it is guaranteed that the navigable set cannot contain an incorrectly typed element. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned navigable set will be serializable if the specified navigable set is serializable. Since null is considered to be a value of any reference type, the returned navigable set permits insertion of null elements whenever the backing sorted set does.",";java.util.Collections.checkedNavigableSet(NavigableSet&lt;E&gt;,Class&lt;E&gt;)",;1
checkedQueue,1,1,"Returns a dynamically typesafe view of the specified queue. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a queue contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the queue takes place through the view, it is guaranteed that the queue cannot contain an incorrectly typed element. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned queue will be serializable if the specified queue is serializable. Since null is considered to be a value of any reference type, the returned queue permits insertion of null elements whenever the backing queue does.",";java.util.Collections.checkedQueue(Queue&lt;E&gt;,Class&lt;E&gt;)",;1
checkedSet,1,1,"Returns a dynamically typesafe view of the specified set. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a set contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the set takes place through the view, it is guaranteed that the set cannot contain an incorrectly typed element. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned set will be serializable if the specified set is serializable. Since null is considered to be a value of any reference type, the returned set permits insertion of null elements whenever the backing set does.",";java.util.Collections.checkedSet(Set&lt;E&gt;,Class&lt;E&gt;)",;1
checkedSortedMap,1,1,"Returns a dynamically typesafe view of the specified sorted map. Any attempt to insert a mapping whose key or value have the wrong type will result in an immediate ClassCastException. Similarly, any attempt to modify the value currently associated with a key will result in an immediate ClassCastException, whether the modification is attempted directly through the map itself, or through a Map.Entry instance obtained from the map's entry set view. Assuming a map contains no incorrectly typed keys or values prior to the time a dynamically typesafe view is generated, and that all subsequent access to the map takes place through the view (or one of its collection views), it is guaranteed that the map cannot contain an incorrectly typed key or value. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned map will be serializable if the specified map is serializable. Since null is considered to be a value of any reference type, the returned map permits insertion of null keys or values whenever the backing map does.",";java.util.Collections.checkedSortedMap(SortedMap&lt;K,V&gt;,Class&lt;K&gt;,Class&lt;V&gt;)",;1
checkedSortedSet,1,1,"Returns a dynamically typesafe view of the specified sorted set. Any attempt to insert an element of the wrong type will result in an immediate ClassCastException. Assuming a sorted set contains no incorrectly typed elements prior to the time a dynamically typesafe view is generated, and that all subsequent access to the sorted set takes place through the view, it is guaranteed that the sorted set cannot contain an incorrectly typed element. A discussion of the use of dynamically typesafe views may be found in the documentation for the checkedCollection method. The returned sorted set will be serializable if the specified sorted set is serializable. Since null is considered to be a value of any reference type, the returned sorted set permits insertion of null elements whenever the backing sorted set does.",";java.util.Collections.checkedSortedSet(SortedSet&lt;E&gt;,Class&lt;E&gt;)",;1
checkExec,1,1,"Throws a SecurityException if the calling thread is not allowed to create a subprocess. This method is invoked for the current security manager by the exec methods of class Runtime. This method calls checkPermission with the FilePermission(cmd,""execute"") permission if cmd is an absolute path, otherwise it calls checkPermission with FilePermission(""&lt;&lt;ALL FILES&gt;&gt;"",""execute""). If you override this method, then you should make a call to super.checkExec at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkExec(String),;1
checkExit,1,1,"Throws a SecurityException if the calling thread is not allowed to cause the Java Virtual Machine to halt with the specified status code. This method is invoked for the current security manager by the exit method of class Runtime. A status of 0 indicates success; other values indicate various errors. This method calls checkPermission with the RuntimePermission(""exitVM.""+status) permission. If you override this method, then you should make a call to super.checkExit at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkExit(int),;1
checkForClickInExpandControl,1,1,"If the mouseX and mouseY are in the expand/collapse region of the row, this will toggle the row.",";javax.swing.plaf.basic.BasicTreeUI.checkForClickInExpandControl(TreePath,int,int)",;1
checkGuard,1,1,"Implements the guard interface for a permission. The SecurityManager.checkPermission method is called, passing this permission object as the permission to check. Returns silently if access is granted. Otherwise, throws a SecurityException.",;java.security.Permission.checkGuard(Object),;1
checkHorizontalKey,1,1,Verify that key is a legal value for the horizontalAlignment properties.,";javax.swing.JLabel.checkHorizontalKey(int,String)",;1
checkLink,1,1,"Throws a SecurityException if the calling thread is not allowed to dynamic link the library code specified by the string argument file. The argument is either a simple library name or a complete filename. This method is invoked for the current security manager by methods load and loadLibrary of class Runtime. This method calls checkPermission with the RuntimePermission(""loadLibrary.""+lib) permission. If you override this method, then you should make a call to super.checkLink at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkLink(String),;1
checkListen,1,1,"Throws a SecurityException if the calling thread is not allowed to wait for a connection request on the specified local port number. This method calls checkPermission with the SocketPermission(""localhost:""+port,""listen""). If you override this method, then you should make a call to super.checkListen at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkListen(int),;1
checkMaxDegree,1,1,"Returns true if the value parameter is lower than or equal to the expected maximum degree, false otherwise.",;javax.management.relation.RoleInfo.checkMaxDegree(int),;1
checkMemberAccess,1,1,Deprecated.This method relies on the caller being at a stack depth of 4 which is error-prone and cannot be enforced by the runtime. Users of this method should instead invoke checkPermission(java.security.Permission) directly. This method will be changed in a future release to check the permission java.security.AllPermission.,";java.lang.SecurityManager.checkMemberAccess(Class&lt;?&gt;,int)",;1
checkMinDegree,1,1,"Returns true if the value parameter is greater than or equal to the expected minimum degree, false otherwise.",;javax.management.relation.RoleInfo.checkMinDegree(int),;1
checkPackageAccess,1,1,"Throws a SecurityException if the calling thread is not allowed to access the package specified by the argument. This method is used by the loadClass method of class loaders. This method first gets a list of restricted packages by obtaining a comma-separated list from a call to java.security.Security.getProperty(""package.access""), and checks to see if pkg starts with or equals any of the restricted packages. If it does, then checkPermission gets called with the RuntimePermission(""accessClassInPackage.""+pkg) permission. If this method is overridden, then super.checkPackageAccess should be called as the first line in the overridden method.",;java.lang.SecurityManager.checkPackageAccess(String),;1
checkPackageDefinition,1,1,"Throws a SecurityException if the calling thread is not allowed to define classes in the package specified by the argument. This method is used by the loadClass method of some class loaders. This method first gets a list of restricted packages by obtaining a comma-separated list from a call to java.security.Security.getProperty(""package.definition""), and checks to see if pkg starts with or equals any of the restricted packages. If it does, then checkPermission gets called with the RuntimePermission(""defineClassInPackage.""+pkg) permission. If this method is overridden, then super.checkPackageDefinition should be called as the first line in the overridden method.",;java.lang.SecurityManager.checkPackageDefinition(String),;1
checkPainter,1,1,"Check to see that a glyph painter exists. If a painter doesn't exist, a default glyph painter will be installed.",;javax.swing.text.GlyphView.checkPainter(),;1
checkPrintJobAccess,1,1,"Throws a SecurityException if the calling thread is not allowed to initiate a print job request. This method calls checkPermission with the RuntimePermission(""queuePrintJob"") permission. If you override this method, then you should make a call to super.checkPrintJobAccess at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkPrintJobAccess(),;1
checkPropertiesAccess,1,1,"Throws a SecurityException if the calling thread is not allowed to access or modify the system properties. This method is used by the getProperties and setProperties methods of class System. This method calls checkPermission with the PropertyPermission(""*"", ""read,write"") permission. If you override this method, then you should make a call to super.checkPropertiesAccess at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkPropertiesAccess(),;1
checkPropertyAccess,1,1,"Throws a SecurityException if the calling thread is not allowed to access the system property with the specified key name. This method is used by the getProperty method of class System. This method calls checkPermission with the PropertyPermission(key, ""read"") permission. If you override this method, then you should make a call to super.checkPropertyAccess at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkPropertyAccess(String),;1
checkReadParamBandSettings,1,1,"A utility method that may be used by readers to test the validity of the source and destination band settings of an ImageReadParam. This method may be called as soon as the reader knows both the number of bands of the source image as it exists in the input stream, and the number of bands of the destination image that being written. The method retrieves the source and destination band setting arrays from param using the getSourceBands and getDestinationBandsmethods (or considers them to be null if param is null). If the source band setting array is null, it is considered to be equal to the array { 0, 1, ..., numSrcBands - 1 }, and similarly for the destination band setting array. The method then tests that both arrays are equal in length, and that neither array contains a value larger than the largest available band index. Any failure results in an IllegalArgumentException being thrown; success results in the method returning silently.",";javax.imageio.ImageReader.checkReadParamBandSettings(ImageReadParam,int,int)",;1
checkRoleReading,1,1,Checks if given Role can be read in a relation of the given type.,";javax.management.relation.RelationService.checkRoleReading(String,String)",;1
checkRoleWriting,1,1,Checks if given Role can be set in a relation of given type.,";javax.management.relation.RelationService.checkRoleWriting(Role,String,Boolean)",;1
checkSecurityAccess,1,1,"Determines whether the permission with the specified permission target name should be granted or denied. If the requested permission is allowed, this method returns quietly. If denied, a SecurityException is raised. This method creates a SecurityPermission object for the given permission target name and calls checkPermission with it. See the documentation for SecurityPermission for a list of possible permission target names. If you override this method, then you should make a call to super.checkSecurityAccess at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkSecurityAccess(String),;1
checkSetFactory,1,1,"Throws a SecurityException if the calling thread is not allowed to set the socket factory used by ServerSocket or Socket, or the stream handler factory used by URL. This method calls checkPermission with the RuntimePermission(""setFactory"") permission. If you override this method, then you should make a call to super.checkSetFactory at the point the overridden method would normally throw an exception.",;java.lang.SecurityManager.checkSetFactory(),;1
checkSystemClipboardAccess,1,1,Deprecated.The dependency on AWTPermission creates an impediment to future modularization of the Java platform. Users of this method should instead invoke checkPermission(java.security.Permission) directly. This method will be changed in a future release to check the permission java.security.AllPermission.,;java.lang.SecurityManager.checkSystemClipboardAccess(),;1
checkTopLevelWindow,1,1,Deprecated.The dependency on AWTPermission creates an impediment to future modularization of the Java platform. Users of this method should instead invoke checkPermission(java.security.Permission) directly. This method will be changed in a future release to check the permission java.security.AllPermission.,;java.lang.SecurityManager.checkTopLevelWindow(Object),;1
checkValidIntValue,1,1,Checks that the specified value is valid and fits in an int. This validates that the value is within the valid range of values and that all valid values are within the bounds of an int. The field is only used to improve the error message.,";java.time.temporal.ValueRange.checkValidIntValue(long,TemporalField)",;1
checkValidValue,1,1,Checks that the specified value is valid. This validates that the value is within the valid range of values. The field is only used to improve the error message.,";java.time.temporal.ValueRange.checkValidValue(long,TemporalField)",;1
checkVerticalKey,1,1,Verify that key is a legal value for the verticalAlignment or verticalTextPosition properties.,";javax.swing.JLabel.checkVerticalKey(int,String)",;1
childDeserializedHook,1,1,Called by readObject with the newly deserialized child and BCSChild.,";java.beans.beancontext.BeanContextSupport.childDeserializedHook(Object,BeanContextSupport.BCSChild)",;1
childJustAddedHook,1,1,subclasses may override this method to simply extend add() semantics after the child has been added and before the event notification has occurred. The method is called with the child synchronized.,";java.beans.beancontext.BeanContextSupport.childJustAddedHook(Object,BeanContextSupport.BCSChild)",;1
childrenNamesSpi,1,1,"Returns the names of the children of this preference node. (The returned array will be of size zero if this node has no children.) This method need not return the names of any nodes already cached, but may do so without harm. This method is invoked with the lock on this node held. If this node throws a BackingStoreException, the exception will propagate out beyond the enclosing childrenNames() invocation.",;java.util.prefs.AbstractPreferences.childrenNamesSpi(),;1
childSpi,1,1,"Returns the named child of this preference node, creating it if it does not already exist. It is guaranteed that name is non-null, non-empty, does not contain the slash character ('/'), and is no longer than Preferences.MAX_NAME_LENGTH characters. Also, it is guaranteed that this node has not been removed. (The implementor needn't check for any of these things.) Finally, it is guaranteed that the named node has not been returned by a previous invocation of this method or getChild(String) after the last time that it was removed. In other words, a cached value will always be used in preference to invoking this method. Subclasses need not maintain their own cache of previously returned children. The implementer must ensure that the returned node has not been removed. If a like-named child of this node was previously removed, the implementer must return a newly constructed AbstractPreferences node; once removed, an AbstractPreferences node cannot be ""resuscitated."" If this method causes a node to be created, this node is not guaranteed to be persistent until the flush method is invoked on this node or one of its ancestors (or descendants). This method is invoked with the lock on this node held.",;java.util.prefs.AbstractPreferences.childSpi(String),;1
childValue,1,1,"Computes the child's initial value for this inheritable thread-local variable as a function of the parent's value at the time the child thread is created. This method is called from within the parent thread before the child is started. This method merely returns its input argument, and should be overridden if a different behavior is desired.",;java.lang.InheritableThreadLocal.childValue(T),;1
chooseEngineClientAlias,1,1,Choose an alias to authenticate the client side of an SSLEngine connection given the public key type and the list of certificate issuer authorities recognized by the peer (if any). The default implementation returns null.,";javax.net.ssl.X509ExtendedKeyManager.chooseEngineClientAlias(String[],Principal[],SSLEngine)",;1
chooseEngineServerAlias,1,1,Choose an alias to authenticate the server side of an SSLEngine connection given the public key type and the list of certificate issuer authorities recognized by the peer (if any). The default implementation returns null.,";javax.net.ssl.X509ExtendedKeyManager.chooseEngineServerAlias(String,Principal[],SSLEngine)",;1
chronology,1,1,"A query for the Chronology. This queries a TemporalAccessor for the chronology. If the target TemporalAccessor represents a date, or part of a date, then it should return the chronology that the date is expressed in. As a result of this definition, objects only representing time, such as LocalTime, will return null. The result from JDK classes implementing TemporalAccessor is as follows:LocalDate returns IsoChronology.INSTANCELocalTime returns null (does not represent a date)LocalDateTime returns IsoChronology.INSTANCEZonedDateTime returns IsoChronology.INSTANCEOffsetTime returns null (does not represent a date)OffsetDateTime returns IsoChronology.INSTANCEChronoLocalDate returns the associated chronologyChronoLocalDateTime returns the associated chronologyChronoZonedDateTime returns the associated chronologyEra returns the associated chronologyDayOfWeek returns null (shared across chronologies)Month returns IsoChronology.INSTANCEYear returns IsoChronology.INSTANCEYearMonth returns IsoChronology.INSTANCEMonthDay returns null IsoChronology.INSTANCEZoneOffset returns null (does not represent a date)Instant returns null (does not represent a date) The method Chronology.from(TemporalAccessor) can be used as a TemporalQuery via a method reference, Chronology::from. That method is equivalent to this query, except that it throws an exception if a chronology cannot be obtained.",;java.time.temporal.TemporalQueries.chronology(),;1
classattr,1,1,Returns a new class attribute expression which can be used in any Query call that expects a ValueExp.Evaluating this expression for a given objectName includes performing MBeanServer.getObjectInstance(objectName).,;javax.management.Query.classattr(),;1
classDepth,1,1,Deprecated.This type of security checking is not recommended. It is recommended that the checkPermission call be used instead.,;java.lang.SecurityManager.classDepth(String),;1
classEquals,1,1,"Tests to see if two class objects, or their names are equal.",";java.beans.beancontext.BeanContextSupport.classEquals(Class,Class)",;1
classLoaderDepth,1,1,Deprecated.This type of security checking is not recommended. It is recommended that the checkPermission call be used instead.,;java.lang.SecurityManager.classLoaderDepth(),;1
classModifiers,1,1,Return an int value OR-ing together the source language modifiers that can be applied to a class.,;java.lang.reflect.Modifier.classModifiers(),;1
clearAssertionStatus,1,1,Sets the default assertion status for this class loader to false and discards any package defaults or class assertion status settings associated with the class loader. This method is provided so that class loaders can be made to ignore any command line or persistent assertion status settings and "start with a clean slate.",;java.lang.ClassLoader.clearAssertionStatus(),;1
clearAutoscroll,1,1,clear autoscrolling,;java.awt.dnd.DropTarget.clearAutoscroll(),;1
clearBit,1,1,Returns a BigInteger whose value is equivalent to this BigInteger with the designated bit cleared. (Computes (this &amp; ~(1&lt;&lt;n)).),;java.math.BigInteger.clearBit(int),;1
clearChanged,1,1,"Indicates that this object has no longer changed, or that it has already notified all of its observers of its most recent change, so that the hasChanged method will now return false. This method is called automatically by the notifyObservers methods.",;java.util.Observable.clearChanged(),;1
clearContent,1,1,Clears out the content of this AttachmentPart object. The MIME header portion is left untouched.,;javax.xml.soap.AttachmentPart.clearContent(),;1
clearExtensions,1,1,"Resets the extensions to their initial, empty state. Language, script, region and variant are unchanged.",;java.util.Locale.Builder.clearExtensions(),;1
clearFocusOwner,1,1,"Clears the focus owner at both the Java and native levels if the focus owner exists and resides in the same context as the calling thread, otherwise the method returns silently. The focus owner component will receive a permanent FOCUS_LOST event. After this operation completes, the native windowing system will discard all user-generated KeyEvents until the user selects a new Component to receive focus, or a Component is given focus explicitly via a call to requestFocus(). This operation does not change the focused or active Windows.",;java.awt.KeyboardFocusManager.clearFocusOwner(),;1
