package,class,class_description
java.text,java.text.NumberFormat,NumberFormat is the abstract base class for all number formats.
java.text,java.text.NumberFormat.Field,Defines constants that are used as attribute keys in the AttributedCharacterIterator returned from NumberFormat.formatToCharacterIterator and as field identifiers in FieldPosition.
java.text,java.text.ParsePosition,ParsePosition is a simple class used by Format and its subclasses to keep track of the current position during parsing.
java.text,java.text.RuleBasedCollator,"The RuleBasedCollator class is a concrete subclass of Collator that provides a simple, data-driven, table collator."
java.text,java.text.SimpleDateFormat,SimpleDateFormat is a concrete class for formatting and parsing dates in a locale-sensitive manner.
java.text,java.text.StringCharacterIterator,StringCharacterIterator implements the CharacterIterator protocol for a String.
java.text.spi,java.text.spi.BreakIteratorProvider,An abstract class for service providers that provide concrete implementations of the BreakIterator class.
java.text.spi,java.text.spi.CollatorProvider,An abstract class for service providers that provide concrete implementations of the Collator class.
java.text.spi,java.text.spi.DateFormatProvider,An abstract class for service providers that provide concrete implementations of the DateFormat class.
java.text.spi,java.text.spi.DateFormatSymbolsProvider,An abstract class for service providers that provide instances of the DateFormatSymbols class.
java.text.spi,java.text.spi.DecimalFormatSymbolsProvider,An abstract class for service providers that provide instances of the DecimalFormatSymbols class.
java.text.spi,java.text.spi.NumberFormatProvider,An abstract class for service providers that provide concrete implementations of the NumberFormat class.
java.time,java.time.Clock,"A clock providing access to the current instant, date and time using a time-zone."
java.time,java.time.Duration,"A time-based amount of time, such as '34.5 seconds'."
java.time,java.time.Instant,An instantaneous point on the time-line.
java.time,java.time.LocalDate,"A date without a time-zone in the ISO-8601 calendar system, such as 2007-12-03."
java.time,java.time.LocalDateTime,"A date-time without a time-zone in the ISO-8601 calendar system, such as 2007-12-03T10:15:30."
java.time,java.time.LocalTime,"A time without a time-zone in the ISO-8601 calendar system, such as 10:15:30."
java.time,java.time.MonthDay,"A month-day in the ISO-8601 calendar system, such as --12-03."
java.time,java.time.OffsetDateTime,"A date-time with an offset from UTC/Greenwich in the ISO-8601 calendar system, such as 2007-12-03T10:15:30+01:00."
java.time,java.time.OffsetTime,"A time with an offset from UTC/Greenwich in the ISO-8601 calendar system, such as 10:15:30+01:00."
java.time,java.time.Period,"A date-based amount of time in the ISO-8601 calendar system, such as '2 years, 3 months and 4 days'."
java.time,java.time.Year,"A year in the ISO-8601 calendar system, such as 2007."
java.time,java.time.YearMonth,"A year-month in the ISO-8601 calendar system, such as 2007-12."
java.time,java.time.ZonedDateTime,"A date-time with a time-zone in the ISO-8601 calendar system, such as 2007-12-03T10:15:30+01:00 Europe/Paris."
java.time,java.time.ZoneId,"A time-zone ID, such as Europe/Paris."
java.time,java.time.ZoneOffset,"A time-zone offset from Greenwich/UTC, such as +02:00."
java.time.chrono,java.time.chrono.AbstractChronology,"An abstract implementation of a calendar system, used to organize and identify dates."
java.time.chrono,java.time.chrono.HijrahChronology,The Hijrah calendar is a lunar calendar supporting Islamic calendars.
java.time.chrono,java.time.chrono.HijrahDate,A date in the Hijrah calendar system.
java.time.chrono,java.time.chrono.IsoChronology,The ISO calendar system.
java.time.chrono,java.time.chrono.JapaneseChronology,The Japanese Imperial calendar system.
java.time.chrono,java.time.chrono.JapaneseDate,A date in the Japanese Imperial calendar system.
java.time.chrono,java.time.chrono.JapaneseEra,An era in the Japanese Imperial calendar system.
java.time.chrono,java.time.chrono.MinguoChronology,The Minguo calendar system.
java.time.chrono,java.time.chrono.MinguoDate,A date in the Minguo calendar system.
java.time.chrono,java.time.chrono.ThaiBuddhistChronology,The Thai Buddhist calendar system.
java.time.chrono,java.time.chrono.ThaiBuddhistDate,A date in the Thai Buddhist calendar system.
java.time.format,java.time.format.DateTimeFormatter,Formatter for printing and parsing date-time objects.
java.time.format,java.time.format.DateTimeFormatterBuilder,Builder to create date-time formatters.
java.time.format,java.time.format.DecimalStyle,Localized decimal style used in date and time formatting.
java.time.temporal,java.time.temporal.IsoFields,"Fields and units specific to the ISO-8601 calendar system, including quarter-of-year and week-based-year."
java.time.temporal,java.time.temporal.JulianFields,A set of date fields that provide access to Julian Days.
java.time.temporal,java.time.temporal.TemporalAdjusters,Common and useful TemporalAdjusters.
java.time.temporal,java.time.temporal.TemporalQueries,Common implementations of TemporalQuery.
java.time.temporal,java.time.temporal.ValueRange,The range of valid values for a date-time field.
java.time.temporal,java.time.temporal.WeekFields,"Localized definitions of the day-of-week, week-of-month and week-of-year fields."
java.time.zone,java.time.zone.ZoneOffsetTransition,A transition between two offsets caused by a discontinuity in the local time-line.
java.time.zone,java.time.zone.ZoneOffsetTransitionRule,A rule expressing how to create a transition.
java.time.zone,java.time.zone.ZoneRules,The rules defining how the zone offset varies for a single time-zone.
java.time.zone,java.time.zone.ZoneRulesProvider,Provider of time-zone rules to the system.
java.util,java.util.AbstractCollection,"This class provides a skeletal implementation of the Collection interface, to minimize the effort required to implement this interface."
java.util,java.util.AbstractList,"This class provides a skeletal implementation of the List interface to minimize the effort required to implement this interface backed by a ""random access"" data store (such as an array)."
java.util,java.util.AbstractMap,"This class provides a skeletal implementation of the Map interface, to minimize the effort required to implement this interface."
java.util,java.util.AbstractMap.SimpleEntry,An Entry maintaining a key and a value.
java.util,java.util.AbstractMap.SimpleImmutableEntry,An Entry maintaining an immutable key and value.
java.util,java.util.AbstractQueue,This class provides skeletal implementations of some Queue operations.
java.util,java.util.AbstractSequentialList,"This class provides a skeletal implementation of the List interface to minimize the effort required to implement this interface backed by a ""sequential access"" data store (such as a linked list)."
java.util,java.util.AbstractSet,This class provides a skeletal implementation of the Set interface to minimize the effort required to implement this interface.
java.util,java.util.ArrayDeque,Resizable-array implementation of the Deque interface.
java.util,java.util.ArrayList,Resizable-array implementation of the List interface.
java.util,java.util.Arrays,This class contains various methods for manipulating arrays (such as sorting and searching).
java.util,java.util.Base64,This class consists exclusively of static methods for obtaining encoders and decoders for the Base64 encoding scheme.
java.util,java.util.Base64.Decoder,This class implements a decoder for decoding byte data using the Base64 encoding scheme as specified in RFC 4648 and RFC 2045.
java.util,java.util.Base64.Encoder,This class implements an encoder for encoding byte data using the Base64 encoding scheme as specified in RFC 4648 and RFC 2045.
java.util,java.util.BitSet,This class implements a vector of bits that grows as needed.
java.util,java.util.Calendar,"The Calendar class is an abstract class that provides methods for converting between a specific instant in time and a set of calendar fields such as YEAR, MONTH, DAY_OF_MONTH, HOUR, and so on, and for manipulating the calendar fields, such as getting the date of the next week."
java.util,java.util.Calendar.Builder,Calendar.Builder is used for creating a Calendar from various date-time parameters.
java.util,java.util.Collections,This class consists exclusively of static methods that operate on or return collections.
java.util,java.util.Currency,Represents a currency.
java.util,java.util.Date,"The class Date represents a specific instant in time, with millisecond precision."
java.util,java.util.Dictionary,"The Dictionary class is the abstract parent of any class, such as Hashtable, which maps keys to values."
java.util,java.util.DoubleSummaryStatistics,"A state object for collecting statistics such as count, min, max, sum, and average."
java.util,java.util.EnumMap,A specialized Map implementation for use with enum type keys.
java.util,java.util.EnumSet,A specialized Set implementation for use with enum types.
java.util,java.util.EventListenerProxy,An abstract wrapper class for an EventListener class which associates a set of additional parameters with the listener.
java.util,java.util.EventObject,The root class from which all event state objects shall be derived.
java.util,java.util.FormattableFlags,FomattableFlags are passed to the Formattable.formatTo() method and modify the output format for Formattables.
java.util,java.util.Formatter,An interpreter for printf-style format strings.
java.util,java.util.GregorianCalendar,GregorianCalendar is a concrete subclass of Calendar and provides the standard calendar system used by most of the world.
java.util,java.util.HashMap,Hash table based implementation of the Map interface.
java.util,java.util.HashSet,"This class implements the Set interface, backed by a hash table (actually a HashMap instance)."
java.util,java.util.Hashtable,"This class implements a hash table, which maps keys to values."
java.util,java.util.IdentityHashMap,"This class implements the Map interface with a hash table, using reference-equality in place of object-equality when comparing keys (and values)."
java.util,java.util.IntSummaryStatistics,"A state object for collecting statistics such as count, min, max, sum, and average."
java.util,java.util.LinkedHashMap,"Hash table and linked list implementation of the Map interface, with predictable iteration order."
java.util,java.util.LinkedHashSet,"Hash table and linked list implementation of the Set interface, with predictable iteration order."
java.util,java.util.LinkedList,Doubly-linked list implementation of the List and Deque interfaces.
java.util,java.util.ListResourceBundle,ListResourceBundle is an abstract subclass of ResourceBundle that manages resources for a locale in a convenient and easy to use list.
java.util,java.util.Locale,"A Locale object represents a specific geographical, political, or cultural region."
java.util,java.util.Locale.Builder,Builder is used to build instances of Locale from values configured by the setters.
java.util,java.util.Locale.LanguageRange,This class expresses a Language Range defined in RFC 4647 Matching of Language Tags.
java.util,java.util.LongSummaryStatistics,"A state object for collecting statistics such as count, min, max, sum, and average."
java.util,java.util.Objects,This class consists of static utility methods for operating on objects.
java.util,java.util.Observable,"This class represents an observable object, or ""data"" in the model-view paradigm."
java.util,java.util.Optional,A container object which may or may not contain a non-null value.
java.util,java.util.OptionalDouble,A container object which may or may not contain a double value.
java.util,java.util.OptionalInt,A container object which may or may not contain a int value.
java.util,java.util.OptionalLong,A container object which may or may not contain a long value.
java.util,java.util.PriorityQueue,An unbounded priority queue based on a priority heap.
java.util,java.util.Properties,The Properties class represents a persistent set of properties.
java.util,java.util.PropertyPermission,This class is for property permissions.
java.util,java.util.PropertyResourceBundle,PropertyResourceBundle is a concrete subclass of ResourceBundle that manages resources for a locale using a set of static strings from a property file.
java.util,java.util.Random,An instance of this class is used to generate a stream of pseudorandom numbers.
java.util,java.util.ResourceBundle,Resource bundles contain locale-specific objects.
java.util,java.util.ResourceBundle.Control,ResourceBundle.Control defines a set of callback methods that are invoked by the ResourceBundle.getBundle factory methods during the bundle loading process.
java.util,java.util.Scanner,A simple text scanner which can parse primitive types and strings using regular expressions.
java.util,java.util.ServiceLoader,A simple service-provider loading facility.
java.util,java.util.SimpleTimeZone,SimpleTimeZone is a concrete subclass of TimeZone that represents a time zone for use with a Gregorian calendar.
java.util,java.util.Spliterators,"Static classes and methods for operating on or creating instances of Spliterator and its primitive specializations Spliterator.OfInt, Spliterator.OfLong, and Spliterator.OfDouble."
java.util,java.util.Spliterators.AbstractDoubleSpliterator,An abstract Spliterator.OfDouble that implements trySplit to permit limited parallelism.
java.util,java.util.Spliterators.AbstractIntSpliterator,An abstract Spliterator.OfInt that implements trySplit to permit limited parallelism.
java.util,java.util.Spliterators.AbstractLongSpliterator,An abstract Spliterator.OfLong that implements trySplit to permit limited parallelism.
java.util,java.util.Spliterators.AbstractSpliterator,An abstract Spliterator that implements trySplit to permit limited parallelism.
java.util,java.util.SplittableRandom,A generator of uniform pseudorandom values applicable for use in (among other contexts) isolated parallel computations that may generate subtasks.
java.util,java.util.Stack,The Stack class represents a last-in-first-out (LIFO) stack of objects.
java.util,java.util.StringJoiner,StringJoiner is used to construct a sequence of characters separated by a delimiter and optionally starting with a supplied prefix and ending with a supplied suffix.
java.util,java.util.StringTokenizer,The string tokenizer class allows an application to break a string into tokens.
java.util,java.util.Timer,A facility for threads to schedule tasks for future execution in a background thread.
java.util,java.util.TimerTask,A task that can be scheduled for one-time or repeated execution by a Timer.
java.util,java.util.TimeZone,"TimeZone represents a time zone offset, and also figures out daylight savings."
java.util,java.util.TreeMap,A Red-Black tree based NavigableMap implementation.
java.util,java.util.TreeSet,A NavigableSet implementation based on a TreeMap.
java.util,java.util.UUID,A class that represents an immutable universally unique identifier (UUID).
java.util,java.util.Vector,The Vector class implements a growable array of objects.
java.util,java.util.WeakHashMap,"Hash table based implementation of the Map interface, with weak keys."
java.util.concurrent,java.util.concurrent.AbstractExecutorService,Provides default implementations of ExecutorService execution methods.
java.util.concurrent,java.util.concurrent.ArrayBlockingQueue,A bounded blocking queue backed by an array.
java.util.concurrent,java.util.concurrent.CompletableFuture,"A Future that may be explicitly completed (setting its value and status), and may be used as a CompletionStage, supporting dependent functions and actions that trigger upon its completion."
java.util.concurrent,java.util.concurrent.ConcurrentHashMap,A hash table supporting full concurrency of retrievals and high expected concurrency for updates.
java.util.concurrent,java.util.concurrent.ConcurrentHashMap.KeySetView,"A view of a ConcurrentHashMap as a Set of keys, in which additions may optionally be enabled by mapping to a common value."
java.util.concurrent,java.util.concurrent.ConcurrentLinkedDeque,An unbounded concurrent deque based on linked nodes.
java.util.concurrent,java.util.concurrent.ConcurrentLinkedQueue,An unbounded thread-safe queue based on linked nodes.
java.util.concurrent,java.util.concurrent.ConcurrentSkipListMap,A scalable concurrent ConcurrentNavigableMap implementation.
java.util.concurrent,java.util.concurrent.ConcurrentSkipListSet,A scalable concurrent NavigableSet implementation based on a ConcurrentSkipListMap.
java.util.concurrent,java.util.concurrent.CopyOnWriteArrayList,"A thread-safe variant of ArrayList in which all mutative operations (add, set, and so on) are implemented by making a fresh copy of the underlying array."
java.util.concurrent,java.util.concurrent.CopyOnWriteArraySet,A Set that uses an internal CopyOnWriteArrayList for all of its operations.
java.util.concurrent,java.util.concurrent.CountDownLatch,A synchronization aid that allows one or more threads to wait until a set of operations being performed in other threads completes.
java.util.concurrent,java.util.concurrent.CountedCompleter,A ForkJoinTask with a completion action performed when triggered and there are no remaining pending actions.
java.util.concurrent,java.util.concurrent.CyclicBarrier,A synchronization aid that allows a set of threads to all wait for each other to reach a common barrier point.
java.util.concurrent,java.util.concurrent.DelayQueue,"An unbounded blocking queue of Delayed elements, in which an element can only be taken when its delay has expired."
java.util.concurrent,java.util.concurrent.Exchanger,A synchronization point at which threads can pair and swap elements within pairs.
java.util.concurrent,java.util.concurrent.ExecutorCompletionService,A CompletionService that uses a supplied Executor to execute tasks.
java.util.concurrent,java.util.concurrent.Executors,"Factory and utility methods for Executor, ExecutorService, ScheduledExecutorService, ThreadFactory, and Callable classes defined in this package."
java.util.concurrent,java.util.concurrent.ForkJoinPool,An ExecutorService for running ForkJoinTasks.
java.util.concurrent,java.util.concurrent.ForkJoinTask,Abstract base class for tasks that run within a ForkJoinPool.
java.util.concurrent,java.util.concurrent.ForkJoinWorkerThread,"A thread managed by a ForkJoinPool, which executes ForkJoinTasks."
java.util.concurrent,java.util.concurrent.FutureTask,A cancellable asynchronous computation.
java.util.concurrent,java.util.concurrent.LinkedBlockingDeque,An optionally-bounded blocking deque based on linked nodes.
java.util.concurrent,java.util.concurrent.LinkedBlockingQueue,An optionally-bounded blocking queue based on linked nodes.
java.util.concurrent,java.util.concurrent.LinkedTransferQueue,An unbounded TransferQueue based on linked nodes.
java.util.concurrent,java.util.concurrent.Phaser,"A reusable synchronization barrier, similar in functionality to CyclicBarrier and CountDownLatch but supporting more flexible usage."
java.util.concurrent,java.util.concurrent.PriorityBlockingQueue,An unbounded blocking queue that uses the same ordering rules as class PriorityQueue and supplies blocking retrieval operations.
java.util.concurrent,java.util.concurrent.RecursiveAction,A recursive resultless ForkJoinTask.
java.util.concurrent,java.util.concurrent.RecursiveTask,A recursive result-bearing ForkJoinTask.
java.util.concurrent,java.util.concurrent.ScheduledThreadPoolExecutor,"A ThreadPoolExecutor that can additionally schedule commands to run after a given delay, or to execute periodically."
java.util.concurrent,java.util.concurrent.Semaphore,A counting semaphore.
java.util.concurrent,java.util.concurrent.SynchronousQueue,"A blocking queue in which each insert operation must wait for a corresponding remove operation by another thread, and vice versa."
java.util.concurrent,java.util.concurrent.ThreadLocalRandom,A random number generator isolated to the current thread.
java.util.concurrent,java.util.concurrent.ThreadPoolExecutor,"An ExecutorService that executes each submitted task using one of possibly several pooled threads, normally configured using Executors factory methods."
java.util.concurrent,java.util.concurrent.ThreadPoolExecutor.AbortPolicy,A handler for rejected tasks that throws a RejectedExecutionException.
java.util.concurrent,java.util.concurrent.ThreadPoolExecutor.CallerRunsPolicy,"A handler for rejected tasks that runs the rejected task directly in the calling thread of the execute method, unless the executor has been shut down, in which case the task is discarded."
java.util.concurrent,java.util.concurrent.ThreadPoolExecutor.DiscardOldestPolicy,"A handler for rejected tasks that discards the oldest unhandled request and then retries execute, unless the executor is shut down, in which case the task is discarded."
java.util.concurrent,java.util.concurrent.ThreadPoolExecutor.DiscardPolicy,A handler for rejected tasks that silently discards the rejected task.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicBoolean,A boolean value that may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicInteger,An int value that may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicIntegerArray,An int array in which elements may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicIntegerFieldUpdater,A reflection-based utility that enables atomic updates to designated volatile int fields of designated classes.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicLong,A long value that may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicLongArray,A long array in which elements may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicLongFieldUpdater,A reflection-based utility that enables atomic updates to designated volatile long fields of designated classes.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicMarkableReference,"An AtomicMarkableReference maintains an object reference along with a mark bit, that can be updated atomically."
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicReference,An object reference that may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicReferenceArray,An array of object references in which elements may be updated atomically.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicReferenceFieldUpdater,A reflection-based utility that enables atomic updates to designated volatile reference fields of designated classes.
java.util.concurrent.atomic,java.util.concurrent.atomic.AtomicStampedReference,"An AtomicStampedReference maintains an object reference along with an integer ""stamp"", that can be updated atomically."
java.util.concurrent.atomic,java.util.concurrent.atomic.DoubleAccumulator,One or more variables that together maintain a running double value updated using a supplied function.
java.util.concurrent.atomic,java.util.concurrent.atomic.DoubleAdder,One or more variables that together maintain an initially zero double sum.
java.util.concurrent.atomic,java.util.concurrent.atomic.LongAccumulator,One or more variables that together maintain a running long value updated using a supplied function.
java.util.concurrent.atomic,java.util.concurrent.atomic.LongAdder,One or more variables that together maintain an initially zero long sum.
java.util.concurrent.locks,java.util.concurrent.locks.AbstractOwnableSynchronizer,A synchronizer that may be exclusively owned by a thread.
java.util.concurrent.locks,java.util.concurrent.locks.AbstractQueuedLongSynchronizer,A version of AbstractQueuedSynchronizer in which synchronization state is maintained as a long.
java.util.concurrent.locks,java.util.concurrent.locks.AbstractQueuedSynchronizer,"Provides a framework for implementing blocking locks and related synchronizers (semaphores, events, etc) that rely on first-in-first-out (FIFO) wait queues."
java.util.concurrent.locks,java.util.concurrent.locks.LockSupport,Basic thread blocking primitives for creating locks and other synchronization classes.
java.util.concurrent.locks,java.util.concurrent.locks.ReentrantLock,"A reentrant mutual exclusion Lock with the same basic behavior and semantics as the implicit monitor lock accessed using synchronized methods and statements, but with extended capabilities."
java.util.concurrent.locks,java.util.concurrent.locks.ReentrantReadWriteLock,An implementation of ReadWriteLock supporting similar semantics to ReentrantLock.
java.util.concurrent.locks,java.util.concurrent.locks.ReentrantReadWriteLock.ReadLock,The lock returned by method ReentrantReadWriteLock.readLock().
java.util.concurrent.locks,java.util.concurrent.locks.ReentrantReadWriteLock.WriteLock,The lock returned by method ReentrantReadWriteLock.writeLock().
java.util.concurrent.locks,java.util.concurrent.locks.StampedLock,A capability-based lock with three modes for controlling read/write access.
java.util.jar,java.util.jar.Attributes,The Attributes class maps Manifest attribute names to associated string values.
java.util.jar,java.util.jar.Attributes.Name,The Attributes.Name class represents an attribute name stored in this Map.
java.util.jar,java.util.jar.JarEntry,This class is used to represent a JAR file entry.
java.util.jar,java.util.jar.JarFile,The JarFile class is used to read the contents of a jar file from any file that can be opened with java.io.RandomAccessFile.
java.util.jar,java.util.jar.JarInputStream,The JarInputStream class is used to read the contents of a JAR file from any input stream.
java.util.jar,java.util.jar.JarOutputStream,The JarOutputStream class is used to write the contents of a JAR file to any output stream.
java.util.jar,java.util.jar.Manifest,The Manifest class is used to maintain Manifest entry names and their associated Attributes.
java.util.jar,java.util.jar.Pack200,Transforms a JAR file to or from a packed stream in Pack200 format.
java.util.logging,java.util.logging.ConsoleHandler,This Handler publishes log records to System.err.
java.util.logging,java.util.logging.ErrorManager,ErrorManager objects can be attached to Handlers to process any error that occurs on a Handler during Logging.
java.util.logging,java.util.logging.FileHandler,Simple file logging Handler.
java.util.logging,java.util.logging.Formatter,A Formatter provides support for formatting LogRecords.
java.util.logging,java.util.logging.Handler,A Handler object takes log messages from a Logger and exports them.
java.util.logging,java.util.logging.Level,The Level class defines a set of standard logging levels that can be used to control logging output.
java.util.logging,java.util.logging.Logger,A Logger object is used to log messages for a specific system or application component.
java.util.logging,java.util.logging.LoggingPermission,The permission which the SecurityManager will check when code that is running with a SecurityManager calls one of the logging control methods (such as Logger.setLevel).
java.util.logging,java.util.logging.LogManager,There is a single global LogManager object that is used to maintain a set of shared state about Loggers and log services.
java.util.logging,java.util.logging.LogRecord,LogRecord objects are used to pass logging requests between the logging framework and individual log Handlers.
java.util.logging,java.util.logging.MemoryHandler,Handler that buffers requests in a circular buffer in memory.
java.util.logging,java.util.logging.SimpleFormatter,Print a brief summary of the LogRecord in a human readable format.
java.util.logging,java.util.logging.SocketHandler,Simple network logging Handler.
java.util.logging,java.util.logging.StreamHandler,Stream based logging Handler.
java.util.logging,java.util.logging.XMLFormatter,Format a LogRecord into a standard XML format.
java.util.prefs,java.util.prefs.AbstractPreferences,"This class provides a skeletal implementation of the Preferences class, greatly easing the task of implementing it."
java.util.prefs,java.util.prefs.NodeChangeEvent,An event emitted by a Preferences node to indicate that a child of that node has been added or removed.
java.util.prefs,java.util.prefs.PreferenceChangeEvent,"An event emitted by a Preferences node to indicate that a preference has been added, removed or has had its value changed."
java.util.prefs,java.util.prefs.Preferences,A node in a hierarchical collection of preference data.
java.util.regex,java.util.regex.Matcher,An engine that performs match operations on a character sequence by interpreting a Pattern.
java.util.regex,java.util.regex.Pattern,A compiled representation of a regular expression.
java.util.spi,java.util.spi.CalendarDataProvider,An abstract class for service providers that provide locale-dependent Calendar parameters.
java.util.spi,java.util.spi.CalendarNameProvider,An abstract class for service providers that provide localized string representations (display names) of Calendar field values.
java.util.spi,java.util.spi.CurrencyNameProvider,An abstract class for service providers that provide localized currency symbols and display names for the Currency class.
java.util.spi,java.util.spi.LocaleNameProvider,An abstract class for service providers that provide localized names for the Locale class.
java.util.spi,java.util.spi.LocaleServiceProvider,This is the super class of all the locale sensitive service provider interfaces (SPIs).
java.util.spi,java.util.spi.TimeZoneNameProvider,An abstract class for service providers that provide localized time zone names for the TimeZone class.
java.util.stream,java.util.stream.Collectors,"Implementations of Collector that implement various useful reduction operations, such as accumulating elements into collections, summarizing elements according to various criteria, etc."
java.util.stream,java.util.stream.StreamSupport,Low-level utility methods for creating and manipulating streams.
java.util.zip,java.util.zip.Adler32,A class that can be used to compute the Adler-32 checksum of a data stream.
java.util.zip,java.util.zip.CheckedInputStream,An input stream that also maintains a checksum of the data being read.
java.util.zip,java.util.zip.CheckedOutputStream,An output stream that also maintains a checksum of the data being written.
java.util.zip,java.util.zip.CRC32,A class that can be used to compute the CRC-32 of a data stream.
java.util.zip,java.util.zip.Deflater,This class provides support for general purpose compression using the popular ZLIB compression library.
java.util.zip,java.util.zip.DeflaterInputStream,"Implements an input stream filter for compressing data in the ""deflate"" compression format."
java.util.zip,java.util.zip.DeflaterOutputStream,"This class implements an output stream filter for compressing data in the ""deflate"" compression format."
java.util.zip,java.util.zip.GZIPInputStream,This class implements a stream filter for reading compressed data in the GZIP file format.
java.util.zip,java.util.zip.GZIPOutputStream,This class implements a stream filter for writing compressed data in the GZIP file format.
java.util.zip,java.util.zip.Inflater,This class provides support for general purpose decompression using the popular ZLIB compression library.
java.util.zip,java.util.zip.InflaterInputStream,"This class implements a stream filter for uncompressing data in the ""deflate"" compression format."
java.util.zip,java.util.zip.InflaterOutputStream,"Implements an output stream filter for uncompressing data stored in the ""deflate"" compression format."
java.util.zip,java.util.zip.ZipEntry,This class is used to represent a ZIP file entry.
java.util.zip,java.util.zip.ZipFile,This class is used to read entries from a zip file.
java.util.zip,java.util.zip.ZipInputStream,This class implements an input stream filter for reading files in the ZIP file format.
java.util.zip,java.util.zip.ZipOutputStream,This class implements an output stream filter for writing files in the ZIP file format.
javax.accessibility,javax.accessibility.AccessibleAttributeSequence,"This class collects together the span of text that share the same contiguous set of attributes, along with that set of attributes."
javax.accessibility,javax.accessibility.AccessibleBundle,Base class used to maintain a strongly typed enumeration.
javax.accessibility,javax.accessibility.AccessibleContext,AccessibleContext represents the minimum information all accessible objects return.
javax.accessibility,javax.accessibility.AccessibleHyperlink,"Encapsulation of a link, or set of links (e.g."
javax.accessibility,javax.accessibility.AccessibleRelation,Class AccessibleRelation describes a relation between the object that implements the AccessibleRelation and one or more other objects.
javax.accessibility,javax.accessibility.AccessibleRelationSet,Class AccessibleRelationSet determines a component's relation set.
javax.accessibility,javax.accessibility.AccessibleResourceBundle,This class is deprecated as of version 1.3 of the Java Platform.
javax.accessibility,javax.accessibility.AccessibleRole,Class AccessibleRole determines the role of a component.
javax.accessibility,javax.accessibility.AccessibleState,Class AccessibleState describes a component's particular state.
javax.accessibility,javax.accessibility.AccessibleStateSet,Class AccessibleStateSet determines a component's state set.
javax.accessibility,javax.accessibility.AccessibleTextSequence,This class collects together key details of a span of text.
javax.activation,javax.activation.ActivationDataFlavor,The ActivationDataFlavor class is a special subclass of java.awt.datatransfer.DataFlavor.
javax.activation,javax.activation.CommandInfo,The CommandInfo class is used by CommandMap implementations to describe the results of command requests.
javax.activation,javax.activation.CommandMap,The CommandMap class provides an interface to a registry of command objects available in the system.
javax.activation,javax.activation.DataHandler,The DataHandler class provides a consistent interface to data available in many different sources and formats.
javax.activation,javax.activation.FileDataSource,The FileDataSource class implements a simple DataSource object that encapsulates a file.
javax.activation,javax.activation.FileTypeMap,The FileTypeMap is an abstract class that provides a data typing interface for files.
javax.activation,javax.activation.MailcapCommandMap,MailcapCommandMap extends the CommandMap abstract class.
javax.activation,javax.activation.MimeType,"A Multipurpose Internet Mail Extension (MIME) type, as defined in RFC 2045 and 2046."
javax.activation,javax.activation.MimeTypeParameterList,A parameter list of a MimeType as defined in RFC 2045 and 2046.
javax.activation,javax.activation.MimetypesFileTypeMap,This class extends FileTypeMap and provides data typing of files via their file extension.
javax.activation,javax.activation.URLDataSource,The URLDataSource class provides an object that wraps a URL object in a DataSource interface.
javax.annotation.processing,javax.annotation.processing.AbstractProcessor,An abstract annotation processor designed to be a convenient superclass for most concrete annotation processors.
javax.annotation.processing,javax.annotation.processing.Completions,Utility class for assembling Completion objects.
javax.crypto,javax.crypto.Cipher,This class provides the functionality of a cryptographic cipher for encryption and decryption.
javax.crypto,javax.crypto.CipherInputStream,A CipherInputStream is composed of an InputStream and a Cipher so that read() methods return data that are read in from the underlying InputStream but have been additionally processed by the Cipher.
javax.crypto,javax.crypto.CipherOutputStream,A CipherOutputStream is composed of an OutputStream and a Cipher so that write() methods first process the data before writing them out to the underlying OutputStream.
javax.crypto,javax.crypto.CipherSpi,This class defines the Service Provider Interface (SPI) for the Cipher class.
javax.crypto,javax.crypto.EncryptedPrivateKeyInfo,This class implements the EncryptedPrivateKeyInfo type as defined in PKCS #8.
javax.crypto,javax.crypto.ExemptionMechanism,"This class provides the functionality of an exemption mechanism, examples of which are key recovery, key weakening, and key escrow."
javax.crypto,javax.crypto.ExemptionMechanismSpi,This class defines the Service Provider Interface (SPI) for the ExemptionMechanism class.
javax.crypto,javax.crypto.KeyAgreement,This class provides the functionality of a key agreement (or key exchange) protocol.
javax.crypto,javax.crypto.KeyAgreementSpi,This class defines the Service Provider Interface (SPI) for the KeyAgreement class.
javax.crypto,javax.crypto.KeyGenerator,This class provides the functionality of a secret (symmetric) key generator.
javax.crypto,javax.crypto.KeyGeneratorSpi,This class defines the Service Provider Interface (SPI) for the KeyGenerator class.
javax.crypto,javax.crypto.Mac,"This class provides the functionality of a ""Message Authentication Code"" (MAC) algorithm."
